1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01,3.000000000000000444e-01
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01
9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01
1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.100000000000000089e+00
1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00,1.300000000000000266e+00
1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00,1.699999999999999956e+00
1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.899999999999999911e+00
